Fecha,Símbolo,Registros_descargados,Registros_agregados,Total_en_archivo
2025-05-09 01:20:39,AVAL,2673,2673,2673
2025-05-09 01:20:39,AVAL,2673,Ver arriba,Ver arriba,Éxito
